text,joy,sadness,anger,love,thankfulness,fear
"They say, said another, looking viciously at Hook, that when he comes it's in the likeness of the wickedest man aboard.",0.957,0.289,0.162,0.602,0.993,0.034
"Had he a hook, captain? asked Cookson insolently; and one after another took up the cry, The ship's doomed!",0.377,0.635,0.369,0.702,0.827,0.141
At this the children could not resist raising a cheer.,0.808,0.423,0.773,0.814,0.994,0.010
"Hook had well-nigh forgotten his prisoners, but as he swung round on them now his face lit up again.",0.633,0.920,0.440,0.097,0.548,0.277
"Lads, he cried to his crew, now here's a notion.",0.725,0.716,0.473,0.224,0.343,0.072
Open the cabin door and drive them in.,0.955,0.508,0.734,0.386,0.756,0.392
Let them fight the doodle-doo for their lives.,0.258,0.507,0.040,0.278,0.181,0.165
"If they kill him, we're so much the better; if he kills them, we're none the worse.",0.127,0.902,0.128,0.142,0.836,0.214
"For the last time his dogs admired Hook, and devotedly they did his bidding.",0.757,0.255,0.418,0.293,0.898,0.123
"The boys, pretending to struggle, were pushed into the cabin and the door was closed on them.",0.735,0.410,0.966,0.144,0.974,0.171
"cried Hook, and all listened.",0.665,0.704,0.692,0.324,0.274,0.307
But not one dared to face the door.,0.573,0.306,0.706,0.893,0.396,0.626
"Yes, one, Wendy, who all this time had been bound to the mast.",0.842,0.275,0.794,0.322,0.377,0.432
"It was for neither a scream nor a crow that she was watching, it was for the reappearance of Peter.",0.615,0.047,0.768,0.061,0.987,0.107
She had not long to wait.,0.312,0.833,0.016,0.489,0.157,0.123
"In the cabin he had found the thing for which he had gone in search: the key that would free the children of their manacles, and now they all stole forth, armed with such weapons as they could find.",0.472,0.283,0.416,0.948,0.684,0.177
"First signing them to hide, Peter cut Wendy's bonds, and then nothing could have been easier than for them all to fly off together; but one thing barred the way, an oath, Hook or me this time.",0.742,0.245,0.762,0.903,0.669,0.813
"So when he had freed Wendy, he whispered for her to conceal herself with the others, and himself took her place by the mast, her cloak around him so that he should pass for her.",0.522,0.884,0.980,0.918,0.359,0.301
Then he took a great breath and crowed.,0.867,0.864,0.744,0.907,0.284,0.307
To the pirates it was a voice crying that all the boys lay slain in the cabin; and they were panic-stricken.,0.171,0.276,0.569,0.202,0.979,0.134
"Hook tried to hearten them; but like the dogs he had made them they showed him their fangs, and he knew that if he took his eyes off them now they would leap at him.",0.219,0.515,0.784,0.548,0.995,0.027
"Lads, he said, ready to cajole or strike as need be, but never quailing for an instant, I've thought it out.",0.390,0.660,0.960,0.289,0.278,0.185
There's a Jonah aboard.,0.750,0.488,0.034,0.915,0.223,0.825
"Ay, they snarled, a man wi' a hook.",0.288,0.037,0.233,0.279,0.293,0.507
"No, lads, no, it's the girl.",0.117,0.846,0.120,0.432,0.238,0.060
Never was luck on a pirate ship wi' a woman on board.,0.475,0.052,0.021,0.266,0.854,0.245
We'll right the ship when she's gone.,0.586,0.114,0.162,0.536,0.875,0.055
Some of them remembered that this had been a saying of Flint's.,0.711,0.306,0.559,0.445,0.541,0.625
"It's worth trying, they said doubtfully.",0.698,0.052,0.284,0.379,0.513,0.138
"Fling the girl overboard, cried Hook; and they made a rush at the figure in the cloak.",0.406,0.398,0.149,0.912,0.994,0.036
"There's none can save you now, missy, Mullins hissed jeeringly.",0.802,0.709,0.953,0.580,0.948,0.258
"There's one, replied the figure.",0.616,0.951,0.595,0.708,0.217,0.725
Peter Pan the avenger! came the terrible answer; and as he spoke Peter flung off his cloak.,0.799,0.081,0.553,0.898,0.173,0.408
"Then they all knew who 'twas that had been undoing them in the cabin, and twice Hook essayed to speak and twice he failed.",0.181,0.671,0.974,0.574,0.841,0.262
In that frightful moment I think his fierce heart broke.,0.171,0.865,0.814,0.620,0.428,0.337
"At last he cried, Cleave him to the brisket!",0.284,0.395,0.073,0.632,0.994,0.007
but without conviction.,0.241,0.888,0.128,0.789,0.282,0.232
"Down, boys, and at them!",0.658,0.303,0.540,0.179,0.994,0.008
Peter's voice rang out; and in another moment the clash of arms was resounding through the ship.,0.832,0.704,0.004,0.372,0.739,0.212
"Had the pirates kept together it is certain that they would have won; but the onset came when they were still unstrung, and they ran hither and thither, striking wildly, each thinking himself the last survivor of the crew.",0.558,0.283,0.608,0.932,0.954,0.175
"Man to man they were the stronger; but they fought on the defensive only, which enabled the boys to hunt in pairs and choose their quarry.",0.902,0.054,0.220,0.167,0.876,0.197
"Some of the miscreants leapt into the sea; others hid in dark recesses, where they were found by Slightly, who did not fight, but ran about with a lantern which he flashed in their faces, so that they were half blinded and fell as an easy prey to the reeking swords of the other boys.",0.345,0.281,0.710,0.203,0.981,0.363
"There was little sound to be heard but the clang of weapons, an occasional screech or splash, and Slightly monotonously counting five six seven eight nine ten eleven.",0.361,0.183,0.856,0.938,0.926,0.367
"I think all were gone when a group of savage boys surrounded Hook, who seemed to have a charmed life, as he kept them at bay in that circle of fire.",0.197,0.278,0.960,0.009,0.982,0.055
"They had done for his dogs, but this man alone seemed to be a match for them all.",0.344,0.343,0.944,0.562,0.816,0.022
"Again and again they closed upon him, and again and again he hewed a clear space.",0.128,0.338,0.514,0.863,0.547,0.030
"He had lifted up one boy with his hook, and was using him as a buckler, when another, who had just passed his sword through Mullins, sprang into the fray.",0.781,0.283,0.924,0.660,0.253,0.410
"Put up your swords, boys, cried the newcomer, this man is mine.",0.542,0.844,0.016,0.894,0.809,0.308
Thus suddenly Hook found himself face to face with Peter.,0.634,0.183,0.868,0.279,0.713,0.721
The others drew back and formed a ring around them.,0.231,0.536,0.786,0.762,0.908,0.643
"For long the two enemies looked at one another, Hook shuddering slightly, and Peter with the strange smile upon his face.",0.428,0.254,0.905,0.457,0.978,0.022
"So, Pan, said Hook at last, this is all your doing.",0.827,0.459,0.208,0.721,0.996,0.008
"Ay, James Hook, came the stern answer, it is all my doing.",0.699,0.484,0.780,0.869,0.106,0.353
"Proud and insolent youth, said Hook, prepare to meet thy doom.",0.015,0.937,0.502,0.098,0.753,0.047
"Dark and sinister man, Peter answered, have at thee.",0.823,0.308,0.557,0.826,0.986,0.032
"Without more words they fell to, and for a space there was no advantage to either blade.",0.868,0.234,0.763,0.496,0.915,0.065
"Peter was a superb swordsman, and parried with dazzling rapidity; ever and anon he followed up a feint with a lunge that got past his foe's defence, but his shorter reach stood him in ill stead, and he could not drive the steel home.",0.456,0.377,0.692,0.928,0.331,0.079
"Hook, scarcely his inferior in brilliancy, but not quite so nimble in wrist play, forced him back by the weight of his onset, hoping suddenly to end all with a favourite thrust, taught him long ago by Barbecue at Rio; but to his astonishment he found this thrust turned aside again and again.",0.669,0.207,0.994,0.901,0.986,0.039
"Then he sought to close and give the quietus with his iron hook, which all this time had been pawing the air; but Peter doubled under it and, lunging fiercely, pierced him in the ribs.",0.783,0.119,0.959,0.477,0.605,0.449
"At the sight of his own blood, whose peculiar colour, you remember, was offensive to him, the sword fell from Hook's hand, and he was at Peter's mercy.",0.719,0.188,0.718,0.758,0.996,0.009
"Now! cried all the boys, but with a magnificent gesture Peter invited his opponent to pick up his sword.",0.463,0.660,0.450,0.083,0.387,0.320
"Hook did so instantly, but with a tragic feeling that Peter was showing good form.",0.672,0.143,0.646,0.161,0.926,0.236
"Hitherto he had thought it was some fiend fighting him, but darker suspicions assailed him now.",0.379,0.511,0.804,0.435,0.967,0.085
"Pan, who and what art thou?",0.491,0.825,0.668,0.217,0.660,0.496
he cried huskily.,0.344,0.217,0.032,0.449,0.012,0.138
"I'm youth, I'm joy, Peter answered at a venture, I'm a little bird that has broken out of the egg.",0.253,0.208,0.253,0.626,0.972,0.036
"This, of course, was nonsense; but it was proof to the unhappy Hook that Peter did not know in the least who or what he was, which is the very pinnacle of good form.",0.288,0.244,0.924,0.951,0.986,0.203
"To't again, he cried despairingly.",0.461,0.340,0.046,0.626,0.058,0.075
"He fought now like a human flail, and every sweep of that terrible sword would have severed in twain any man or boy who obstructed it; but Peter fluttered round him as if the very wind it made blew him out of the danger zone.",0.572,0.559,0.149,0.814,0.224,0.482
And again and again he darted in and pricked.,0.437,0.459,0.155,0.877,0.279,0.142
Hook was fighting now without hope.,0.626,0.090,0.721,0.005,0.966,0.122
That passionate breast no longer asked for life; but for one boon it craved: to see Peter show bad form before it was cold forever.,0.132,0.020,0.911,0.672,0.864,0.287
Abandoning the fight he rushed into the powder magazine and fired it.,0.017,0.811,0.279,0.967,0.619,0.205
"In two minutes, he cried, the ship will be blown to pieces.",0.728,0.586,0.056,0.305,0.397,0.089
"Now, now, he thought, true form will show.",0.914,0.844,0.168,0.171,0.656,0.057
"But Peter issued from the powder magazine with the shell in his hands, and calmly flung it overboard.",0.783,0.544,0.529,0.656,0.478,0.421
What sort of form was Hook himself showing?,0.607,0.137,0.982,0.162,0.954,0.170
"Misguided man though he was, we may be glad, without sympathising with him, that in the end he was true to the traditions of his race.",0.299,0.873,0.832,0.795,0.741,0.091
"The other boys were flying around him now, flouting, scornful; and he staggered about the deck striking up at them impotently, his mind was no longer with them; it was slouching in the playing fields of long ago, or being sent up for good, or watching the wall-game from a famous wall.",0.801,0.137,0.855,0.948,0.986,0.045
"And his shoes were right, and his waistcoat was right, and his tie was right, and his socks were right.",0.276,0.550,0.936,0.444,0.931,0.023
"James Hook, thou not wholly unheroic figure, farewell.",0.620,0.424,0.833,0.777,0.104,0.535
For we have come to his last moment.,0.507,0.947,0.131,0.080,0.008,0.142
"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",0.704,0.563,0.925,0.145,0.125,0.180
He did not know that the crocodile was waiting for him; for we purposely stopped the clock that this knowledge might be spared him: a little mark of respect from us at the end.,0.184,0.344,0.951,0.943,0.995,0.016
"He had one last triumph, which I think we need not grudge him.",0.442,0.872,0.522,0.457,0.248,0.133
"As he stood on the bulwark looking over his shoulder at Peter gliding through the air, he invited him with a gesture to use his foot.",0.778,0.253,0.914,0.178,0.871,0.071
It made Peter kick instead of stab.,0.282,0.369,0.090,0.027,0.160,0.397
At last Hook had got the boon for which he craved.,0.915,0.435,0.251,0.832,0.993,0.010
"Bad form, he cried jeeringly, and went content to the crocodile.",0.502,0.853,0.876,0.047,0.049,0.276
Thus perished James Hook.,0.505,0.043,0.443,0.825,0.202,0.271
"Seventeen, Slightly sang out; but he was not quite correct in his figures.",0.434,0.538,0.913,0.450,0.311,0.250
"Fifteen paid the penalty for their crimes that night; but two reached the shore: Starkey to be captured by the redskins, who made him nurse for all their papooses, a melancholy come-down for a pirate; and",0.828,0.857,0.877,0.951,0.548,0.215
"Smee, who henceforth wandered about the world in his spectacles, making a precarious living by saying he was the only man that Jas.",0.094,0.155,0.971,0.848,0.957,0.183
Hook had feared.,0.962,0.197,0.272,0.468,0.867,0.415
"Wendy, of course, had stood by taking no part in the fight, though watching Peter with glistening eyes; but now that all was over she became prominent again.",0.071,0.768,0.686,0.355,0.946,0.124
"She praised them equally, and shuddered delightfully when Michael showed her the place where he had killed one; and then she took them into Hook's cabin and pointed to his watch which was hanging on a nail.",0.122,0.555,0.907,0.854,0.598,0.050
It said half-past one!,0.640,0.445,0.393,0.628,0.732,0.238
The lateness of the hour was almost the biggest thing of all.,0.774,0.076,0.851,0.684,0.882,0.253
"She got them to bed in the pirates' bunks pretty quickly, you may be sure; all but Peter, who strutted up and down on the deck, until at last he fell asleep by the side of Long Tom.",0.241,0.116,0.929,0.852,0.990,0.033
"He had one of his dreams that night, and cried in his sleep for a long time, and Wendy held him tightly.",0.153,0.870,0.706,0.399,0.074,0.103
"By three bells that morning they were all stirring their stumps; for there was a big sea running; and Tootles, the bo'sun, was among them, with a rope's end in his hand and chewing tobacco.",0.199,0.267,0.644,0.964,0.986,0.106
"They all donned pirate clothes cut off at the knee, shaved smartly, and tumbled up, with the true nautical roll and hitching their trousers.",0.028,0.987,0.432,0.476,0.974,0.032
